city,year,n_total,n_solo_country,n_solo_author,n_collab,latitude,longitude
Winnipeg,2020,3,0.0,2.0,1.0,49.911392,-97.133606
Winnipeg,2021,9,0.0,8.0,1.0,49.911392,-97.133606
Winnipeg,2024,2,0.0,0.0,2.0,49.911392,-97.133606
Winter Park,2010,1,0.0,1.0,0.0,28.5996,-81.35276
Winter Park,2011,1,0.0,1.0,0.0,28.5996,-81.35276
Winter Park,2013,1,0.0,1.0,0.0,28.5996,-81.35276
Winter Park,2018,1,0.0,1.0,0.0,28.5996,-81.35276
Wollongong,2021,2,1.0,1.0,0.0,-34.405125,150.87843
Wollongong,2023,1,0.0,0.0,1.0,-34.405125,150.87843
Worcester,2019,1,0.0,1.0,0.0,52.196182,-2.224552
Worcester,2020,1,0.0,0.0,1.0,52.196182,-2.224552
Wroclaw,2023,1,0.0,0.0,1.0,51.1,17.03333
Wrocław,2023,1,0.0,1.0,0.0,51.1175,17.114435
Wuhan,2006,1,0.0,1.0,0.0,30.486864,114.527115
Wuhu,2009,1,0.0,1.0,0.0,31.271395,118.342
Wuxi,2004,1,0.0,1.0,0.0,31.531,120.27979
Xiangtan,2003,1,0.0,1.0,0.0,27.883953,112.86723
Xiangtan,2006,1,0.0,1.0,0.0,27.883953,112.86723
Xuzhou,2006,1,0.0,1.0,0.0,34.20442,117.28386
Yaoundé,2023,1,0.0,1.0,0.0,3.849811,11.499469
Yekaterinburg,2023,2,0.0,2.0,0.0,56.8503,60.664906
York,1999,1,0.0,1.0,0.0,53.957584,-1.080363
York,2006,1,0.0,1.0,0.0,53.957584,-1.080363
York,2012,1,0.0,0.0,1.0,53.957584,-1.080363
York,2015,1,0.0,1.0,0.0,53.957584,-1.080363
York,2016,1,0.0,1.0,0.0,53.957584,-1.080363
York,2017,1,0.0,1.0,0.0,53.957584,-1.080363
York,2018,1,0.0,1.0,0.0,53.957584,-1.080363
York,2019,3,0.0,2.0,1.0,53.957584,-1.080363
York,2020,3,0.0,3.0,0.0,53.957584,-1.080363
York,2021,2,0.0,2.0,0.0,53.957584,-1.080363
York,2023,3,0.0,0.0,3.0,53.957584,-1.080363
Zagreb,2021,1,1.0,0.0,0.0,45.81005,15.984061
Zhuhai,2023,1,0.0,1.0,0.0,22.27694,113.56778
Zurich,2011,1,1.0,0.0,0.0,47.389412,8.483702
Zurich,2012,1,0.0,1.0,0.0,47.389412,8.483702
Zurich,2013,1,0.0,1.0,0.0,47.389412,8.483702
Zurich,2017,1,0.0,1.0,0.0,47.389412,8.483702
Zurich,2019,1,0.0,0.0,1.0,47.389412,8.483702
Zurich,2020,1,0.0,0.0,1.0,47.389412,8.483702
Zurich,2021,2,0.0,2.0,0.0,47.389412,8.483702
Zurich,2022,2,0.0,0.0,2.0,47.389412,8.483702
Ås,2023,1,0.0,1.0,0.0,59.73123,10.782374
İzmit,2024,1,1.0,0.0,0.0,40.76499,29.92928
