id,id_cleaned,year,score_foster,score_lee,score_wang,score_uzzi,DI1,DI5,DI5nok,DI1nok,Breadth,Depth
https://openalex.org/W222835566,222835566,2013,0.75,-0.6463741805462505,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1580942943,1580942943,2013,0.28817204301075267,-0.47470727877398494,3.15962440700288,,0.0,0.0,0.0,0.0,1.0,0.0
https://openalex.org/W2072715193,2072715193,2008,0.8333333333333334,-4.188618203970417,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2174630485,2174630485,2010,0.3888888888888889,-0.8088902137349401,0.8308497769695411,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2594682398,2594682398,2011,0.5555555555555556,0.4312895674557477,1.6056504231250024,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W4232681656,4232681656,1996,0.4642857142857143,-2.865328767869534,0.0,1.2208105620290017,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2016994812,2016994812,2004,0.9166666666666666,0.2905926431657181,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2766414206,2766414206,2017,0.6470588235294118,0.09411269323470621,6.208441978523188,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2070221400,2070221400,1993,1.0,-3.7047528032702264,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2599064319,2599064319,2017,0.7368421052631579,0.8607273516315465,16.568960647422713,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2002740836,2002740836,2004,0.5333333333333333,-1.7032703918083296,0.0,0.8517115620499518,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2757563189,2757563189,2017,0.6866666666666666,0.5442974532760472,10.666305553201914,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W1852934820,1852934820,2011,0.8676923076923077,0.5819714581025887,8.077530006415618,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5
https://openalex.org/W2088118378,2088118378,1988,0.7142857142857143,0.11778303565638339,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2566660184,2566660184,2016,0.09090909090909091,-0.6458317254027984,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W4210972914,4210972914,2014,0.7521765056648777,0.5066602955178374,19.14132281022724,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2038174331,2038174331,2010,0.0,-2.2461701295876986,0.0,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2012036158,2012036158,2009,0.8611111111111112,0.5620804420015364,0.0,-0.05675856230893508,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W110314026,110314026,2012,0.7,-0.3844980451575024,0.0,1.4919487437271284,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2103318532,2103318532,2012,0.39869281045751637,-0.7351858259646139,1.5707272247212294,,1.0,1.0,1.0,1.0,0.75,0.25
https://openalex.org/W2060208922,2060208922,2004,0.0,-6.68651376951282,0.0,8.999999999999998,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333
https://openalex.org/W2047833308,2047833308,2014,0.7582417582417582,-1.4000291403841947,3.312256011160684,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2288291316,2288291316,2015,0.9,1.417443634986317,0.7127575051892869,-1.4508342244481145,0.07692307692307693,0.07692307692307693,1.0,1.0,1.0,0.0
https://openalex.org/W2074363189,2074363189,1994,0.7247428917120388,0.9536937348411538,11.81498242774894,,1.0,1.0,1.0,1.0,1.0,0.0
https://openalex.org/W2409180888,2409180888,2016,0.9,-3.4308092357088,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
https://openalex.org/W2022056929,2022056929,1989,0.8,-0.4756255516857217,0.0,-0.2637616042979004,-0.5,0.0,0.0,-1.0,1.0,0.0
